czas;1.csv - abs;5.csv - abs;3.csv - abs;| || |;1.csv - delta;5.csv - delta;3.csv - delta
656;0.4968;0.1369;0.2547;| || |;0.00770000000000004;-0.0012999999999999956;-0.027600000000000013
657;0.5008;0.1374;0.2298;| || |;0.0040000000000000036;0.0005000000000000004;-0.024899999999999978
658;0.4998;0.1378;0.2136;| || |;-0.0010000000000000009;0.00040000000000001146;-0.016199999999999992
659;0.4939;0.1382;0.2078;| || |;-0.005900000000000016;0.0003999999999999837;-0.0058
660;0.4787;0.1382;0.2068;| || |;-0.015199999999999991;0.0;-0.0010000000000000009
661;0.464;0.1386;0.2084;| || |;-0.01469999999999999;0.00040000000000001146;0.0015999999999999903
662;0.4523;0.1394;0.2099;| || |;-0.011700000000000044;0.0007999999999999952;0.0015000000000000013
663;0.4454;0.1398;0.2115;| || |;-0.006899999999999962;0.00040000000000001146;0.0015999999999999903
664;0.4445;0.1403;0.211;| || |;-0.0009000000000000119;0.0005000000000000004;-0.0005000000000000004
665;0.448;0.1407;0.2115;| || |;0.003500000000000003;0.0003999999999999837;0.0005000000000000004
666;0.4497;0.1407;0.212;| || |;0.0016999999999999793;0.0;0.0005000000000000004
667;0.4541;0.1415;0.212;| || |;0.004400000000000015;0.0007999999999999952;0.0
668;0.4568;0.1423;0.2126;| || |;0.00269999999999998;0.0008000000000000229;0.0006000000000000172
669;0.4595;0.1419;0.2131;| || |;0.0027000000000000357;-0.00040000000000001146;0.0005000000000000004
670;0.4604;0.1419;0.2141;| || |;0.0008999999999999564;0.0;0.0010000000000000009
671;0.464;0.1419;0.2141;| || |;0.0036000000000000476;0.0;0.0
672;0.4658;0.1419;0.2141;| || |;0.0017999999999999683;0.0;0.0
673;0.4667;0.1415;0.2152;| || |;0.0009000000000000119;-0.00040000000000001146;0.0010999999999999899
674;0.4685;0.1419;0.2141;| || |;0.0018000000000000238;0.00040000000000001146;-0.0010999999999999899
675;0.4694;0.1419;0.2141;| || |;0.0008999999999999564;0.0;0.0
676;0.4713;0.1419;0.2147;| || |;0.0019000000000000128;0.0;0.0005999999999999894
677;0.4713;0.1423;0.2147;| || |;0.0;0.00040000000000001146;0.0
678;0.4731;0.1432;0.2147;| || |;0.0018000000000000238;0.0008999999999999841;0.0
679;0.475;0.1432;0.2147;| || |;0.0018999999999999573;0.0;0.0
680;0.475;0.1436;0.2152;| || |;0.0;0.00040000000000001146;0.0005000000000000004
681;0.4768;0.1461;0.2157;| || |;0.0018000000000000238;0.0025000000000000022;0.0005000000000000004
682;0.4796;0.1508;0.2157;| || |;0.0028000000000000247;0.004699999999999982;0.0
683;0.4824;0.1594;0.2173;| || |;0.002799999999999969;0.008599999999999997;0.0015999999999999903
684;0.4872;0.1868;0.2211;| || |;0.0048000000000000265;0.027400000000000008;0.003799999999999998
685;0.4988;0.2669;0.2238;| || |;0.0116;0.08010000000000003;0.002700000000000008
686;0.5356;0.3933;0.2331;| || |;0.036799999999999944;0.12639999999999996;0.009300000000000003
687;0.632;0.5087;0.26;| || |;0.09640000000000004;0.11540000000000006;0.026900000000000007
688;0.7027;0.5955;0.3315;| || |;0.07069999999999999;0.08679999999999999;0.07150000000000001
689;0.7387;0.6538;0.4471;| || |;0.03600000000000003;0.05830000000000002;0.11559999999999998
690;0.749;0.6833;0.5581;| || |;0.010299999999999976;0.02949999999999997;0.11100000000000004
691;0.7525;0.6951;0.6417;| || |;0.0034999999999999476;0.011800000000000033;0.08360000000000001
692;0.7543;0.6996;0.6881;| || |;0.0018000000000000238;0.0044999999999999485;0.0464
693;0.7525;0.6966;0.7108;| || |;-0.0018000000000000238;-0.0030000000000000027;0.022699999999999942
694;0.7473;0.6921;0.7175;| || |;-0.005199999999999982;-0.0044999999999999485;0.006700000000000039
695;0.7404;0.6847;0.7175;| || |;-0.006900000000000017;-0.007400000000000073;0.0
696;0.7387;0.6775;0.7108;| || |;-0.0016999999999999238;-0.007199999999999984;-0.006700000000000039
697;0.7387;0.6747;0.7025;| || |;0.0;-0.0028000000000000247;-0.008299999999999974
698;0.8334;0.6718;0.6929;| || |;0.0947;-0.0029000000000000137;-0.009600000000000053
699;1.6011;0.6718;0.6849;| || |;0.7676999999999999;0.0;-0.008000000000000007
700;0.7741;0.6761;0.6787;| || |;-0.827;0.0043000000000000815;-0.006199999999999983
701;1.1814;0.6804;0.6756;| || |;0.4073;0.0042999999999999705;-0.0030999999999999917
702;0.9199;0.6877;0.6741;| || |;-0.26149999999999995;0.007299999999999973;-0.0014999999999999458
703;0.6099;0.6981;0.6772;| || |;-0.31000000000000005;0.010400000000000076;0.0030999999999999917
704;0.8596;0.7056;0.6818;| || |;0.24970000000000003;0.007499999999999951;0.0045999999999999375
705;1.1158;0.7149;0.6881;| || |;0.2561999999999999;0.009299999999999975;0.006300000000000083
706;1.9991;0.7244;0.6977;| || |;0.8833000000000002;0.009500000000000064;0.009599999999999942
707;1.1366;0.7308;0.7058;| || |;-0.8625;0.006399999999999961;0.008099999999999996
708;0.7059;0.7325;0.7158;| || |;-0.4307000000000001;0.0017000000000000348;0.010000000000000009
709;0.6798;0.7244;0.7243;| || |;-0.026100000000000012;-0.008099999999999996;0.008500000000000063
710;0.6843;0.6981;0.733;| || |;0.0045000000000000595;-0.02629999999999999;0.00869999999999993
711;0.6934;0.63;0.7418;| || |;0.009099999999999997;-0.06810000000000005;0.00880000000000003
712;0.7043;0.5547;0.7418;| || |;0.01090000000000002;-0.07530000000000003;0.0
713;0.7138;0.4943;0.7365;| || |;0.009499999999999953;-0.060399999999999954;-0.005299999999999971
714;0.7236;0.4421;0.7192;| || |;0.009800000000000031;-0.052200000000000024;-0.017300000000000093
715;0.7319;0.394;0.6881;| || |;0.008299999999999974;-0.048099999999999976;-0.031099999999999905
716;0.7404;0.3514;0.6431;| || |;0.008499999999999952;-0.04260000000000003;-0.04500000000000004
717;0.749;0.3132;0.5921;| || |;0.008600000000000052;-0.03820000000000001;-0.051000000000000045
718;0.756;0.2851;0.542;| || |;0.007000000000000006;-0.02809999999999996;-0.05009999999999992
719;0.7596;0.2581;0.497;| || |;0.0036000000000000476;-0.027000000000000024;-0.04500000000000004
720;0.7614;0.2331;0.4526;| || |;0.0017999999999999128;-0.024999999999999994;-0.044399999999999995
721;0.7596;0.2145;0.4131;| || |;-0.0017999999999999128;-0.018600000000000005;-0.03949999999999998
722;0.756;0.198;0.3761;| || |;-0.0036000000000000476;-0.016499999999999987;-0.03700000000000003
723;0.7473;0.1817;0.34;| || |;-0.008700000000000041;-0.01630000000000001;-0.036099999999999965
724;0.737;0.1682;0.3079;| || |;-0.010299999999999976;-0.013500000000000012;-0.03210000000000002
725;0.722;0.1551;0.3179;| || |;-0.015000000000000013;-0.0131;0.010000000000000009
726;0.7059;0.1504;0.6518;| || |;-0.016100000000000003;-0.004699999999999982;0.33390000000000003
727;0.6888;0.1457;0.7295;| || |;-0.017100000000000004;-0.00470000000000001;0.07769999999999999
728;0.6724;0.1407;0.3219;| || |;-0.01639999999999997;-0.0050000000000000044;-0.4076
729;0.6566;0.1365;0.2455;| || |;-0.015800000000000036;-0.0041999999999999815;-0.07640000000000002
730;0.636;0.1341;0.2276;| || |;-0.02059999999999995;-0.0024000000000000132;-0.0179
731;0.6254;0.1292;0.2206;| || |;-0.010600000000000054;-0.004899999999999988;-0.007000000000000006
732;0.6163;0.1251;0.2136;| || |;-0.009099999999999997;-0.00410000000000002;-0.0069999999999999785
733;0.5889;0.1227;0.2037;| || |;-0.02739999999999998;-0.0023999999999999855;-0.00990000000000002
734;0.5609;0.1292;0.195;| || |;-0.028000000000000025;0.006500000000000006;-0.008699999999999986
735;0.5399;0.1308;0.1894;| || |;-0.020999999999999908;0.0015999999999999903;-0.005599999999999994
736;0.523;0.1235;0.1854;| || |;-0.016900000000000026;-0.007300000000000001;-0.0040000000000000036
737;0.5057;0.1113;0.181;| || |;-0.017299999999999982;-0.012200000000000003;-0.004400000000000015
738;0.4881;0.0975;0.1742;| || |;-0.01760000000000006;-0.013799999999999993;-0.0068000000000000005
739;0.4667;0.0827;0.1698;| || |;-0.021399999999999975;-0.014800000000000008;-0.004399999999999987
740;0.4419;0.0677;0.1674;| || |;-0.02479999999999999;-0.015;-0.0024000000000000132
741;0.3993;0.0535;0.196;| || |;-0.04260000000000003;-0.014199999999999997;0.028600000000000014
742;0.3472;0.0414;0.8178;| || |;-0.05209999999999998;-0.0121;0.6217999999999999
743;0.3026;0.0328;0.5735;| || |;-0.04460000000000003;-0.008599999999999997;-0.24429999999999996
744;0.2736;0.0267;0.1218;| || |;-0.02899999999999997;-0.006100000000000001;-0.4517
745;0.2421;0.0222;0.2309;| || |;-0.0315;-0.0045000000000000005;0.10909999999999999
746;0.2097;0.0191;0.6236;| || |;-0.03240000000000001;-0.003100000000000002;0.39270000000000005
747;0.18;0.0166;0.4224;| || |;-0.029700000000000004;-0.0024999999999999988;-0.20120000000000005
748;0.1482;0.0147;0.0454;| || |;-0.031799999999999995;-0.0019000000000000006;-0.377
749;0.1228;0.0125;0.0082;| || |;-0.025399999999999992;-0.002199999999999999;-0.037200000000000004
750;0.1007;0.0113;0.0036;| || |;-0.02210000000000001;-0.0012000000000000014;-0.004600000000000001
751;0.0819;0.0101;0.0023;| || |;-0.018799999999999997;-0.0011999999999999997;-0.0013
752;0.0675;0.0088;0.0013;| || |;-0.014399999999999996;-0.001299999999999999;-0.001
753;0.0567;0.0076;0.001;| || |;-0.010800000000000004;-0.0012000000000000005;-0.0002999999999999999
754;0.0483;0.0067;-0.0003;| || |;-0.008399999999999998;-0.0008999999999999998;-0.0013
755;0.0421;0.0058;-0.0013;| || |;-0.006200000000000004;-0.0009000000000000006;-0.001
756;0.0363;0.0048;-0.0016;| || |;-0.0058;-0.001;-0.00030000000000000014
757;0.0316;0.0042;-0.0019;| || |;-0.004699999999999996;-0.0005999999999999998;-0.0002999999999999999
758;0.0273;0.0036;-0.0023;| || |;-0.004300000000000002;-0.0005999999999999998;-0.00039999999999999996
759;0.0246;0.0027;-0.0029;| || |;-0.002700000000000001;-0.0008999999999999998;-0.0005999999999999998
760;0.0223;0.0024;-0.0032;| || |;-0.0023;-0.00030000000000000035;-0.00030000000000000035
761;0.0204;0.0018;-0.0035;| || |;-0.001899999999999999;-0.0005999999999999998;-0.0002999999999999999
762;0.0184;0.0012;-0.0035;| || |;-0.0020000000000000018;-0.0006000000000000001;0.0
763;0.0165;0.0009;-0.0039;| || |;-0.001899999999999999;-0.0002999999999999999;-0.00039999999999999975
764;0.0149;0.0009;-0.0042;| || |;-0.0016000000000000007;0.0;-0.0002999999999999999
765;0.0139;0.0006;-0.0042;| || |;-0.0010000000000000009;-0.00030000000000000003;0.0
766;0.0126;0.0003;-0.0045;| || |;-0.001299999999999999;-0.0003;-0.0002999999999999999
767;0.0117;-0.0;-0.0045;| || |;-0.0008999999999999998;-0.0003;0.0
768;0.0107;-0.0;-0.0045;| || |;-0.0010000000000000009;0.0;0.0
769;0.0094;-0.0;-0.0048;| || |;-0.001299999999999999;0.0;-0.0002999999999999999
770;0.0088;-0.0003;-0.0048;| || |;-0.0005999999999999998;-0.0003;0.0
771;0.0088;-0.0003;-0.0052;| || |;0.0;0.0;-0.0004000000000000002
772;0.0082;-0.0006;-0.0052;| || |;-0.0005999999999999998;-0.0003;0.0
773;0.0078;-0.0006;-0.0052;| || |;-0.00040000000000000105;0.0;0.0
774;0.0075;-0.0006;-0.0052;| || |;-0.0002999999999999999;0.0;0.0
775;0.0069;-0.0006;-0.0052;| || |;-0.0005999999999999998;0.0;0.0
776;0.0066;-0.0006;-0.0055;| || |;-0.0002999999999999999;0.0;-0.0002999999999999999
777;0.0063;-0.0006;-0.0052;| || |;-0.0002999999999999999;0.0;0.0002999999999999999
778;0.0063;-0.0009;-0.0055;| || |;0.0;-0.00030000000000000003;-0.0002999999999999999
779;0.0059;-0.0006;-0.0055;| || |;-0.0004000000000000002;0.00030000000000000003;0.0
780;0.0059;-0.0006;-0.0055;| || |;0.0;0.0;0.0
781;0.0059;-0.0006;-0.0055;| || |;0.0;0.0;0.0
782;0.0056;-0.0006;-0.0055;| || |;-0.0002999999999999999;0.0;0.0
783;0.0056;-0.0006;-0.0058;| || |;0.0;0.0;-0.0002999999999999999
784;0.0056;-0.0009;-0.0058;| || |;0.0;-0.00030000000000000003;0.0
785;0.0056;-0.0009;-0.0058;| || |;0.0;0.0;0.0
786;0.0053;-0.0009;-0.0055;| || |;-0.0002999999999999999;0.0;0.0002999999999999999
787;0.005;-0.0009;-0.0058;| || |;-0.0002999999999999999;0.0;-0.0002999999999999999
788;0.0053;-0.0009;-0.0055;| || |;0.0002999999999999999;0.0;0.0002999999999999999
789;0.0053;-0.0009;-0.0058;| || |;0.0;0.0;-0.0002999999999999999
790;0.005;-0.0009;-0.0058;| || |;-0.0002999999999999999;0.0;0.0
791;0.0053;-0.0009;-0.0055;| || |;0.0002999999999999999;0.0;0.0002999999999999999
792;0.005;-0.0009;-0.0055;| || |;-0.0002999999999999999;0.0;0.0
793;0.0053;-0.0009;-0.0055;| || |;0.0002999999999999999;0.0;0.0
794;0.0053;-0.0009;-0.0055;| || |;0.0;0.0;0.0
795;0.0053;-0.0009;-0.0058;| || |;0.0;0.0;-0.0002999999999999999
796;0.0056;-0.0009;-0.0055;| || |;0.0002999999999999999;0.0;0.0002999999999999999
797;0.0053;-0.0009;-0.0055;| || |;-0.0002999999999999999;0.0;0.0
798;0.0053;-0.0012;-0.0055;| || |;0.0;-0.0002999999999999999;0.0
799;0.0053;-0.0009;-0.0058;| || |;0.0;0.0002999999999999999;-0.0002999999999999999
800;0.0047;-0.0009;-0.0058;| || |;-0.0005999999999999998;0.0;0.0
801;0.005;-0.0006;-0.0058;| || |;0.0002999999999999999;0.00030000000000000003;0.0
802;0.005;-0.0009;-0.0058;| || |;0.0;-0.00030000000000000003;0.0
803;0.005;-0.0009;-0.0058;| || |;0.0;0.0;0.0
804;0.005;-0.0009;-0.0058;| || |;0.0;0.0;0.0
805;0.005;-0.0009;-0.0061;| || |;0.0;0.0;-0.0003000000000000008
806;0.0056;-0.0006;-0.0058;| || |;0.0005999999999999998;0.00030000000000000003;0.0003000000000000008
807;0.0053;-0.0006;-0.0058;| || |;-0.0002999999999999999;0.0;0.0
808;0.0053;-0.0009;-0.0058;| || |;0.0;-0.00030000000000000003;0.0
809;0.005;-0.0009;-0.0058;| || |;-0.0002999999999999999;0.0;0.0
810;0.0053;-0.0012;-0.0061;| || |;0.0002999999999999999;-0.0002999999999999999;-0.0003000000000000008
811;0.0053;-0.0006;-0.0061;| || |;0.0;0.0006;0.0
812;0.005;-0.0009;-0.0058;| || |;-0.0002999999999999999;-0.00030000000000000003;0.0003000000000000008
813;0.005;-0.0009;-0.0061;| || |;0.0;0.0;-0.0003000000000000008
814;0.005;-0.0012;-0.0058;| || |;0.0;-0.0002999999999999999;0.0003000000000000008
815;0.005;-0.0009;-0.0058;| || |;0.0;0.0002999999999999999;0.0
816;0.005;-0.0009;-0.0058;| || |;0.0;0.0;0.0
817;0.005;-0.0009;-0.0061;| || |;0.0;0.0;-0.0003000000000000008
818;0.005;-0.0009;-0.0058;| || |;0.0;0.0;0.0003000000000000008
819;0.005;-0.0006;-0.0058;| || |;0.0;0.00030000000000000003;0.0
820;0.005;-0.0006;-0.0058;| || |;0.0;0.0;0.0
821;0.005;-0.0009;-0.0058;| || |;0.0;-0.00030000000000000003;0.0
822;0.005;-0.0009;-0.0058;| || |;0.0;0.0;0.0
823;0.005;-0.0009;-0.0058;| || |;0.0;0.0;0.0
824;0.005;-0.0006;-0.0058;| || |;0.0;0.00030000000000000003;0.0
825;0.005;-0.0009;-0.0061;| || |;0.0;-0.00030000000000000003;-0.0003000000000000008
826;0.005;-0.0006;-0.0061;| || |;0.0;0.00030000000000000003;0.0
827;0.005;-0.0009;-0.0061;| || |;0.0;-0.00030000000000000003;0.0
828;0.0053;-0.0006;-0.0061;| || |;0.0002999999999999999;0.00030000000000000003;0.0
829;0.005;-0.0006;-0.0058;| || |;-0.0002999999999999999;0.0;0.0003000000000000008
830;0.005;-0.0006;-0.0058;| || |;0.0;0.0;0.0
831;0.005;-0.0006;-0.0058;| || |;0.0;0.0;0.0
832;0.0047;-0.0006;-0.0058;| || |;-0.0002999999999999999;0.0;0.0
833;0.005;-0.0006;-0.0058;| || |;0.0002999999999999999;0.0;0.0
834;0.005;-0.0006;-0.0061;| || |;0.0;0.0;-0.0003000000000000008
835;0.0053;-0.0009;-0.0061;| || |;0.0002999999999999999;-0.00030000000000000003;0.0
836;0.005;-0.0009;-0.0058;| || |;-0.0002999999999999999;0.0;0.0003000000000000008
837;0.005;-0.0009;-0.0061;| || |;0.0;0.0;-0.0003000000000000008
838;0.005;-0.0009;-0.0058;| || |;0.0;0.0;0.0003000000000000008
839;0.005;-0.0009;-0.0061;| || |;0.0;0.0;-0.0003000000000000008
840;0.005;-0.0006;-0.0061;| || |;0.0;0.00030000000000000003;0.0
841;0.005;-0.0009;-0.0061;| || |;0.0;-0.00030000000000000003;0.0
842;0.0047;-0.0009;-0.0061;| || |;-0.0002999999999999999;0.0;0.0
843;0.0047;-0.0006;-0.0061;| || |;0.0;0.00030000000000000003;0.0
844;0.005;-0.0006;-0.0061;| || |;0.0002999999999999999;0.0;0.0
845;0.005;-0.0009;-0.0061;| || |;0.0;-0.00030000000000000003;0.0
846;0.0047;-0.0006;-0.0061;| || |;-0.0002999999999999999;0.00030000000000000003;0.0
847;0.005;-0.0009;-0.0061;| || |;0.0002999999999999999;-0.00030000000000000003;0.0
848;0.0053;-0.0006;-0.0061;| || |;0.0002999999999999999;0.00030000000000000003;0.0
849;0.0053;-0.0006;-0.0061;| || |;0.0;0.0;0.0
850;0.005;-0.0006;-0.0058;| || |;-0.0002999999999999999;0.0;0.0003000000000000008
851;0.005;-0.0009;-0.0061;| || |;0.0;-0.00030000000000000003;-0.0003000000000000008
852;0.005;-0.0006;-0.0058;| || |;0.0;0.00030000000000000003;0.0003000000000000008
853;0.005;-0.0003;-0.0061;| || |;0.0;0.0003;-0.0003000000000000008
854;0.005;-0.0006;-0.0061;| || |;0.0;-0.0003;0.0
855;0.005;-0.0006;-0.0061;| || |;0.0;0.0;0.0
856;0.0053;-0.0009;-0.0061;| || |;0.0002999999999999999;-0.00030000000000000003;0.0
857;0.0053;-0.0006;-0.0064;| || |;0.0;0.00030000000000000003;-0.0002999999999999999
858;0.005;-0.0009;-0.0061;| || |;-0.0002999999999999999;-0.00030000000000000003;0.0002999999999999999
859;0.0053;-0.0009;-0.0061;| || |;0.0002999999999999999;0.0;0.0
860;0.0053;-0.0009;-0.0061;| || |;0.0;0.0;0.0
861;0.005;-0.0009;-0.0061;| || |;-0.0002999999999999999;0.0;0.0
862;0.005;-0.0006;-0.0061;| || |;0.0;0.00030000000000000003;0.0
863;0.005;-0.0006;-0.0058;| || |;0.0;0.0;0.0003000000000000008
864;0.0047;-0.0009;-0.0061;| || |;-0.0002999999999999999;-0.00030000000000000003;-0.0003000000000000008
865;0.0047;-0.0009;-0.0058;| || |;0.0;0.0;0.0003000000000000008
866;0.005;-0.0006;-0.0061;| || |;0.0002999999999999999;0.00030000000000000003;-0.0003000000000000008
867;0.005;-0.0006;-0.0061;| || |;0.0;0.0;0.0
868;0.005;-0.0009;-0.0064;| || |;0.0;-0.00030000000000000003;-0.0002999999999999999
869;0.0053;-0.0006;-0.0061;| || |;0.0002999999999999999;0.00030000000000000003;0.0002999999999999999
870;0.0053;-0.0006;-0.0061;| || |;0.0;0.0;0.0
871;0.005;-0.0006;-0.0061;| || |;-0.0002999999999999999;0.0;0.0
872;0.005;-0.0009;-0.0064;| || |;0.0;-0.00030000000000000003;-0.0002999999999999999
873;0.005;-0.0009;-0.0061;| || |;0.0;0.0;0.0002999999999999999
874;0.0053;-0.0006;-0.0064;| || |;0.0002999999999999999;0.00030000000000000003;-0.0002999999999999999
875;0.0053;-0.0006;-0.0061;| || |;0.0;0.0;0.0002999999999999999
876;0.0053;-0.0006;-0.0061;| || |;0.0;0.0;0.0
877;0.0053;-0.0006;-0.0061;| || |;0.0;0.0;0.0
878;0.0053;-0.0006;-0.0061;| || |;0.0;0.0;0.0
879;0.0053;-0.0006;-0.0061;| || |;0.0;0.0;0.0
880;0.0053;-0.0006;-0.0061;| || |;0.0;0.0;0.0
881;0.0053;-0.0006;-0.0061;| || |;0.0;0.0;0.0
882;0.0053;-0.0006;-0.0061;| || |;0.0;0.0;0.0
883;0.005;-0.0006;-0.0061;| || |;-0.0002999999999999999;0.0;0.0
884;0.005;-0.0006;-0.0061;| || |;0.0;0.0;0.0
885;0.0053;-0.0009;-0.0061;| || |;0.0002999999999999999;-0.00030000000000000003;0.0
886;0.0053;-0.0006;-0.0061;| || |;0.0;0.00030000000000000003;0.0
887;0.005;-0.0006;-0.0061;| || |;-0.0002999999999999999;0.0;0.0
888;0.005;-0.0006;-0.0061;| || |;0.0;0.0;0.0
889;0.005;-0.0006;-0.0061;| || |;0.0;0.0;0.0
890;0.005;-0.0003;-0.0064;| || |;0.0;0.0003;-0.0002999999999999999
891;0.005;-0.0006;-0.0061;| || |;0.0;-0.0003;0.0002999999999999999
892;0.0053;-0.0006;-0.0061;| || |;0.0002999999999999999;0.0;0.0
893;0.005;-0.0006;-0.0061;| || |;-0.0002999999999999999;0.0;0.0
894;0.0053;-0.0006;-0.0061;| || |;0.0002999999999999999;0.0;0.0
895;0.005;-0.0006;-0.0061;| || |;-0.0002999999999999999;0.0;0.0
896;0.005;-0.0009;-0.0064;| || |;0.0;-0.00030000000000000003;-0.0002999999999999999
897;0.0053;-0.0006;-0.0064;| || |;0.0002999999999999999;0.00030000000000000003;0.0
898;0.005;-0.0006;-0.0064;| || |;-0.0002999999999999999;0.0;0.0
899;0.0053;-0.0009;-0.0061;| || |;0.0002999999999999999;-0.00030000000000000003;0.0002999999999999999
900;0.0053;-0.0006;-0.0061;| || |;0.0;0.00030000000000000003;0.0
901;0.0053;-0.0009;-0.0064;| || |;0.0;-0.00030000000000000003;-0.0002999999999999999
902;0.0056;-0.0009;-0.0061;| || |;0.0002999999999999999;0.0;0.0002999999999999999
903;0.0053;-0.0006;-0.0061;| || |;-0.0002999999999999999;0.00030000000000000003;0.0
904;0.0053;-0.0006;-0.0064;| || |;0.0;0.0;-0.0002999999999999999
905;0.0053;-0.0006;-0.0064;| || |;0.0;0.0;0.0
906;0.0056;-0.0006;-0.0064;| || |;0.0002999999999999999;0.0;0.0
907;0.0056;-0.0006;-0.0061;| || |;0.0;0.0;0.0002999999999999999
908;0.0056;-0.0006;-0.0064;| || |;0.0;0.0;-0.0002999999999999999
909;0.0053;-0.0009;-0.0064;| || |;-0.0002999999999999999;-0.00030000000000000003;0.0
910;0.0053;-0.0006;-0.0064;| || |;0.0;0.00030000000000000003;0.0
911;0.0053;-0.0009;-0.0061;| || |;0.0;-0.00030000000000000003;0.0002999999999999999
912;0.0053;-0.0006;-0.0064;| || |;0.0;0.00030000000000000003;-0.0002999999999999999
913;0.0056;-0.0006;-0.0061;| || |;0.0002999999999999999;0.0;0.0002999999999999999
914;0.0056;-0.0006;-0.0064;| || |;0.0;0.0;-0.0002999999999999999
915;0.0053;-0.0009;-0.0061;| || |;-0.0002999999999999999;-0.00030000000000000003;0.0002999999999999999
916;0.0053;-0.0006;-0.0064;| || |;0.0;0.00030000000000000003;-0.0002999999999999999
917;0.0053;-0.0006;-0.0064;| || |;0.0;0.0;0.0
918;0.0053;-0.0006;-0.0064;| || |;0.0;0.0;0.0
919;0.0056;-0.0003;-0.0064;| || |;0.0002999999999999999;0.0003;0.0
920;0.0053;-0.0006;-0.0064;| || |;-0.0002999999999999999;-0.0003;0.0
921;0.0053;-0.0003;-0.0061;| || |;0.0;0.0003;0.0002999999999999999
922;0.0053;-0.0003;-0.0064;| || |;0.0;0.0;-0.0002999999999999999
923;0.005;-0.0006;-0.0064;| || |;-0.0002999999999999999;-0.0003;0.0
924;0.005;-0.0006;-0.0064;| || |;0.0;0.0;0.0
925;0.0053;-0.0006;-0.0064;| || |;0.0002999999999999999;0.0;0.0
926;0.0053;-0.0006;-0.0064;| || |;0.0;0.0;0.0
927;0.0053;-0.0009;-0.0064;| || |;0.0;-0.00030000000000000003;0.0
928;0.0053;-0.0009;-0.0067;| || |;0.0;0.0;-0.0002999999999999999
